Date,Country,Import Volumn
2021 Mar,Hungary(Thousand Dollars),42244
2021 Mar,Hong Kong(Thousand Dollars),314144
2021 Mar,Honduras(Thousand Dollars),359
2021 Mar,Guatemala(Thousand Dollars),7569
2021 Mar,Guam(Thousand Dollars),32
2021 Mar,Grenada(Thousand Dollars),0
2021 Mar,Greece(Thousand Dollars),65136
2021 Mar,"Germany, Federal Republic Of(Thousand Dollars)",1125051
2021 Mar,"Germany, Democratic Republic Of(Thousand Dollars)",0
2021 Mar,French Southern Territories(Thousand Dollars),10
2021 Mar,French Polynesia(Thousand Dollars),263
2021 Mar,French Guiana(Thousand Dollars),83
2021 Mar,France(Thousand Dollars),1906800
2021 Mar,Finland(Thousand Dollars),42688
2021 Mar,Fiji(Thousand Dollars),338
2021 Mar,European Union(Million Dollars),5447.3
2021 Mar,Europe(Million Dollars),8965.8
2021 Mar,Estonia(Thousand Dollars),7288
2021 Mar,Ecuador(Thousand Dollars),3410
2021 Mar,Denmark(Thousand Dollars),117667
2021 Mar,Democratic People's Republic Of Korea(Thousand Dollars),0
2021 Mar,Czech Republic(Thousand Dollars),79133
2021 Mar,Cyprus(Thousand Dollars),1273
2021 Mar,Cook Islands(Thousand Dollars),0
2021 Mar,Commonwealth Of Independent States(Thousand Dollars),662110
2021 Mar,Colombia(Thousand Dollars),1735
2021 Mar,Cocos (Keeling) Islands(Thousand Dollars),26
2021 Mar,Chile(Thousand Dollars),9915
2021 Mar,Canada(Thousand Dollars),158223
2021 Mar,Cambodia(Thousand Dollars),10119
2021 Mar,Brunei Darussalam(Thousand Dollars),102303
2021 Mar,Brazil(Thousand Dollars),328849
2021 Mar,Bermuda(Thousand Dollars),1
2021 Mar,Belgium(Thousand Dollars),128928
2021 Mar,Bangladesh(Thousand Dollars),20374
2021 Mar,Bahrain(Thousand Dollars),44708
2021 Mar,Bahamas(Thousand Dollars),17
2021 Mar,Austria(Thousand Dollars),99453
2021 Mar,Australia(Thousand Dollars),1015957
2021 Mar,Asia(Million Dollars),31369.4
2021 Mar,Argentina(Thousand Dollars),3075
2021 Mar,Anguilla(Thousand Dollars),2
2021 Mar,America(Million Dollars),5316.4
2021 Mar,Africa(Million Dollars),902.2
2021 Mar,Afghanistan(Thousand Dollars),133
