Country,Variables,Import
United States(Thousand Dollars),2020 Dec,4720384
Uruguay(Thousand Dollars),2020 Dec,567
Venezuela(Thousand Dollars),2020 Dec,15
"Vietnam, Socialist Republic Of(Thousand Dollars)",2020 Dec,1636831
Yemen Democratic(Thousand Dollars),2020 Dec,0
Yemen(Thousand Dollars),2020 Dec,585
Afghanistan(Thousand Dollars),2021 Jan,501
Africa(Million Dollars),2021 Jan,468.3
America(Million Dollars),2021 Jan,4809.4
Argentina(Thousand Dollars),2021 Jan,15448
Asia(Million Dollars),2021 Jan,33375.3
Australia(Thousand Dollars),2021 Jan,975143
Austria(Thousand Dollars),2021 Jan,21458
Bahrain(Thousand Dollars),2021 Jan,5873
Bangladesh(Thousand Dollars),2021 Jan,375433
Belgium(Thousand Dollars),2021 Jan,470384
Brazil(Thousand Dollars),2021 Jan,133207
Brunei Darussalam(Thousand Dollars),2021 Jan,75420
Cambodia(Thousand Dollars),2021 Jan,872487
Canada(Thousand Dollars),2021 Jan,57019
Chile(Thousand Dollars),2021 Jan,37295
Colombia(Thousand Dollars),2021 Jan,8665
Cyprus(Thousand Dollars),2021 Jan,44062
Czech Republic(Thousand Dollars),2021 Jan,63625
Democratic People's Republic Of Korea(Thousand Dollars),2021 Jan,0
Denmark(Thousand Dollars),2021 Jan,24573
Ecuador(Thousand Dollars),2021 Jan,4126
Estonia(Thousand Dollars),2021 Jan,459
Europe(Million Dollars),2021 Jan,4603
European Union(Million Dollars),2021 Jan,3694.8
Fiji(Thousand Dollars),2021 Jan,30987
Finland(Thousand Dollars),2021 Jan,11024
France(Thousand Dollars),2021 Jan,816576
French Polynesia(Thousand Dollars),2021 Jan,34762
"Germany, Democratic Republic Of(Thousand Dollars)",2021 Jan,0
"Germany, Federal Republic Of(Thousand Dollars)",2021 Jan,652128
Greece(Thousand Dollars),2021 Jan,81434
Guam(Thousand Dollars),2021 Jan,2224
Hong Kong(Thousand Dollars),2021 Jan,5693355
Hungary(Thousand Dollars),2021 Jan,50085
India(Thousand Dollars),2021 Jan,1284992
Indonesia(Thousand Dollars),2021 Jan,2524228
Iran (Islamic Republic Of)(Thousand Dollars),2021 Jan,301
Ireland(Thousand Dollars),2021 Jan,11134
Israel(Thousand Dollars),2021 Jan,145386
Italy(Thousand Dollars),2021 Jan,70294
Japan(Thousand Dollars),2021 Jan,1777803
Jordan(Thousand Dollars),2021 Jan,4642
Kuwait(Thousand Dollars),2021 Jan,40434
Laos People's Democratic Republic(Thousand Dollars),2021 Jan,2815
Latvia(Thousand Dollars),2021 Jan,4551
Lebanon(Thousand Dollars),2021 Jan,2346
Lithuania(Thousand Dollars),2021 Jan,147603
Luxembourg(Thousand Dollars),2021 Jan,29625
Macau(Thousand Dollars),2021 Jan,14456
Mainland China(Thousand Dollars),2021 Jan,5683502
Malaysia(Thousand Dollars),2021 Jan,4567036
"Maldives, Republic Of(Thousand Dollars)",2021 Jan,19611
Malta(Thousand Dollars),2021 Jan,108413
Mexico(Thousand Dollars),2021 Jan,131358
Myanmar(Thousand Dollars),2021 Jan,343551
Nepal(Thousand Dollars),2021 Jan,19654
Netherlands(Thousand Dollars),2021 Jan,919391
New Caledonia(Thousand Dollars),2021 Jan,21302
New Zealand(Thousand Dollars),2021 Jan,206579
Oceania(Million Dollars),2021 Jan,1728.3
Oman(Thousand Dollars),2021 Jan,35671
Other Countries In Oceania(Thousand Dollars),2021 Jan,377216
Pakistan(Thousand Dollars),2021 Jan,114767
Papua New Guinea(Thousand Dollars),2021 Jan,75515
Paraguay(Thousand Dollars),2021 Jan,484
Peru(Thousand Dollars),2021 Jan,6264
Philippines(Thousand Dollars),2021 Jan,982576
Poland(Thousand Dollars),2021 Jan,46014
Portugal(Thousand Dollars),2021 Jan,46491
Puerto Rico(Thousand Dollars),2021 Jan,119996
Qatar(Thousand Dollars),2021 Jan,78045
Republic Of Korea(Thousand Dollars),2021 Jan,1941984
Saudi Arabia(Thousand Dollars),2021 Jan,138420
Slovak Republic (Slovakia)(Thousand Dollars),2021 Jan,17610
Slovenia(Thousand Dollars),2021 Jan,3255
Solomon Islands(Thousand Dollars),2021 Jan,8081
Spain(Thousand Dollars),2021 Jan,31175
Sri Lanka(Thousand Dollars),2021 Jan,72761
Sweden(Thousand Dollars),2021 Jan,13449
Switzerland(Thousand Dollars),2021 Jan,474397
Syrian Arab Republic(Thousand Dollars),2021 Jan,124
Taiwan(Thousand Dollars),2021 Jan,2422816
Thailand(Thousand Dollars),2021 Jan,1905919
Total Merchandise Exports(Thousand Dollars),2021 Jan,44984326
United Arab Emirates(Thousand Dollars),2021 Jan,362477
United Kingdom(Thousand Dollars),2021 Jan,317961
United States(Thousand Dollars),2021 Jan,3808340
Uruguay(Thousand Dollars),2021 Jan,1010
Venezuela(Thousand Dollars),2021 Jan,3395
"Vietnam, Socialist Republic Of(Thousand Dollars)",2021 Jan,1766122
Yemen Democratic(Thousand Dollars),2021 Jan,0
Yemen(Thousand Dollars),2021 Jan,2760
Afghanistan(Thousand Dollars),2021 Feb,1614
Africa(Million Dollars),2021 Feb,525
America(Million Dollars),2021 Feb,4814.8
Argentina(Thousand Dollars),2021 Feb,25397
Asia(Million Dollars),2021 Feb,31582.1
Australia(Thousand Dollars),2021 Feb,1027770
Austria(Thousand Dollars),2021 Feb,16523
Bahrain(Thousand Dollars),2021 Feb,7928
Bangladesh(Thousand Dollars),2021 Feb,305446
Belgium(Thousand Dollars),2021 Feb,447254
Brazil(Thousand Dollars),2021 Feb,135666
Brunei Darussalam(Thousand Dollars),2021 Feb,69016
Cambodia(Thousand Dollars),2021 Feb,1134340
Canada(Thousand Dollars),2021 Feb,53698
Chile(Thousand Dollars),2021 Feb,10479
Colombia(Thousand Dollars),2021 Feb,6364
Cyprus(Thousand Dollars),2021 Feb,44782
Czech Republic(Thousand Dollars),2021 Feb,46052
Democratic People's Republic Of Korea(Thousand Dollars),2021 Feb,0
Denmark(Thousand Dollars),2021 Feb,23271
Ecuador(Thousand Dollars),2021 Feb,6047
Estonia(Thousand Dollars),2021 Feb,947
Europe(Million Dollars),2021 Feb,3863.6
European Union(Million Dollars),2021 Feb,3162.6
Fiji(Thousand Dollars),2021 Feb,18581
Finland(Thousand Dollars),2021 Feb,8562
France(Thousand Dollars),2021 Feb,367204
French Polynesia(Thousand Dollars),2021 Feb,1535
"Germany, Democratic Republic Of(Thousand Dollars)",2021 Feb,0
"Germany, Federal Republic Of(Thousand Dollars)",2021 Feb,651058
Greece(Thousand Dollars),2021 Feb,121376
Guam(Thousand Dollars),2021 Feb,27992
Hong Kong(Thousand Dollars),2021 Feb,5517915
Hungary(Thousand Dollars),2021 Feb,35339
India(Thousand Dollars),2021 Feb,1297149
Indonesia(Thousand Dollars),2021 Feb,2977365
Iran (Islamic Republic Of)(Thousand Dollars),2021 Feb,1679
Ireland(Thousand Dollars),2021 Feb,107426
Israel(Thousand Dollars),2021 Feb,186911
Italy(Thousand Dollars),2021 Feb,103583
Japan(Thousand Dollars),2021 Feb,1752673
Jordan(Thousand Dollars),2021 Feb,7352
Kuwait(Thousand Dollars),2021 Feb,14284
Laos People's Democratic Republic(Thousand Dollars),2021 Feb,3497
Latvia(Thousand Dollars),2021 Feb,5383
Lebanon(Thousand Dollars),2021 Feb,2917
Lithuania(Thousand Dollars),2021 Feb,1919
Luxembourg(Thousand Dollars),2021 Feb,9241
Macau(Thousand Dollars),2021 Feb,14679
Mainland China(Thousand Dollars),2021 Feb,5255412
Malaysia(Thousand Dollars),2021 Feb,3905121
"Maldives, Republic Of(Thousand Dollars)",2021 Feb,15425
Malta(Thousand Dollars),2021 Feb,127302
Mexico(Thousand Dollars),2021 Feb,110962
Myanmar(Thousand Dollars),2021 Feb,219429
Nepal(Thousand Dollars),2021 Feb,16796
Netherlands(Thousand Dollars),2021 Feb,859917
New Caledonia(Thousand Dollars),2021 Feb,24788
New Zealand(Thousand Dollars),2021 Feb,261895
Oceania(Million Dollars),2021 Feb,1834.1
Oman(Thousand Dollars),2021 Feb,17307
Other Countries In Oceania(Thousand Dollars),2021 Feb,431221
Pakistan(Thousand Dollars),2021 Feb,80077
Papua New Guinea(Thousand Dollars),2021 Feb,37434
Paraguay(Thousand Dollars),2021 Feb,457
Peru(Thousand Dollars),2021 Feb,5422
Philippines(Thousand Dollars),2021 Feb,1001848
Poland(Thousand Dollars),2021 Feb,37660
Portugal(Thousand Dollars),2021 Feb,34872
Puerto Rico(Thousand Dollars),2021 Feb,174228
Qatar(Thousand Dollars),2021 Feb,72089
Republic Of Korea(Thousand Dollars),2021 Feb,1831886
Saudi Arabia(Thousand Dollars),2021 Feb,121528
Slovak Republic (Slovakia)(Thousand Dollars),2021 Feb,23128
Slovenia(Thousand Dollars),2021 Feb,2064
Solomon Islands(Thousand Dollars),2021 Feb,4668
Spain(Thousand Dollars),2021 Feb,62422
Sri Lanka(Thousand Dollars),2021 Feb,85550
Sweden(Thousand Dollars),2021 Feb,14152
Switzerland(Thousand Dollars),2021 Feb,291159
Syrian Arab Republic(Thousand Dollars),2021 Feb,12
Taiwan(Thousand Dollars),2021 Feb,2207809
Thailand(Thousand Dollars),2021 Feb,1409915
Total Merchandise Exports(Thousand Dollars),2021 Feb,42619606
United Arab Emirates(Thousand Dollars),2021 Feb,529665
United Kingdom(Thousand Dollars),2021 Feb,304588
United States(Thousand Dollars),2021 Feb,3789376
Uruguay(Thousand Dollars),2021 Feb,453
Venezuela(Thousand Dollars),2021 Feb,8
"Vietnam, Socialist Republic Of(Thousand Dollars)",2021 Feb,1425639
Yemen Democratic(Thousand Dollars),2021 Feb,0
Yemen(Thousand Dollars),2021 Feb,1024
Afghanistan(Thousand Dollars),2021 Mar,3687
Africa(Million Dollars),2021 Mar,634.5
America(Million Dollars),2021 Mar,6052.5
Argentina(Thousand Dollars),2021 Mar,27130
Asia(Million Dollars),2021 Mar,40951.5
Australia(Thousand Dollars),2021 Mar,1420177
Austria(Thousand Dollars),2021 Mar,50420
Bahrain(Thousand Dollars),2021 Mar,10704
Bangladesh(Thousand Dollars),2021 Mar,428166
Belgium(Thousand Dollars),2021 Mar,1094463
Brazil(Thousand Dollars),2021 Mar,153024
Brunei Darussalam(Thousand Dollars),2021 Mar,89926
Cambodia(Thousand Dollars),2021 Mar,1555113
Canada(Thousand Dollars),2021 Mar,81613
Chile(Thousand Dollars),2021 Mar,11969
Colombia(Thousand Dollars),2021 Mar,12873
Cyprus(Thousand Dollars),2021 Mar,39983
Czech Republic(Thousand Dollars),2021 Mar,82851
Democratic People's Republic Of Korea(Thousand Dollars),2021 Mar,0
Denmark(Thousand Dollars),2021 Mar,24819
Ecuador(Thousand Dollars),2021 Mar,4695
Estonia(Thousand Dollars),2021 Mar,677
Europe(Million Dollars),2021 Mar,5514.2
European Union(Million Dollars),2021 Mar,4457.5
Fiji(Thousand Dollars),2021 Mar,31451
Finland(Thousand Dollars),2021 Mar,8693
France(Thousand Dollars),2021 Mar,433656
French Polynesia(Thousand Dollars),2021 Mar,2241
"Germany, Democratic Republic Of(Thousand Dollars)",2021 Mar,0
"Germany, Federal Republic Of(Thousand Dollars)",2021 Mar,874965
Greece(Thousand Dollars),2021 Mar,93626
Guam(Thousand Dollars),2021 Mar,41069
Hong Kong(Thousand Dollars),2021 Mar,7470574
Hungary(Thousand Dollars),2021 Mar,51260
India(Thousand Dollars),2021 Mar,1658143
Indonesia(Thousand Dollars),2021 Mar,3543272
Iran (Islamic Republic Of)(Thousand Dollars),2021 Mar,510
Ireland(Thousand Dollars),2021 Mar,31978
Israel(Thousand Dollars),2021 Mar,109961
Italy(Thousand Dollars),2021 Mar,89175
Japan(Thousand Dollars),2021 Mar,2045430
Jordan(Thousand Dollars),2021 Mar,5623
Kuwait(Thousand Dollars),2021 Mar,20144
Laos People's Democratic Republic(Thousand Dollars),2021 Mar,5464
Latvia(Thousand Dollars),2021 Mar,6313
Lebanon(Thousand Dollars),2021 Mar,1659
Lithuania(Thousand Dollars),2021 Mar,2397
Luxembourg(Thousand Dollars),2021 Mar,11507
Macau(Thousand Dollars),2021 Mar,23576
Mainland China(Thousand Dollars),2021 Mar,7270074
Malaysia(Thousand Dollars),2021 Mar,5549483
"Maldives, Republic Of(Thousand Dollars)",2021 Mar,32655
Malta(Thousand Dollars),2021 Mar,172823
Mexico(Thousand Dollars),2021 Mar,165516
Myanmar(Thousand Dollars),2021 Mar,312839
Nepal(Thousand Dollars),2021 Mar,20350
Netherlands(Thousand Dollars),2021 Mar,1218771
New Caledonia(Thousand Dollars),2021 Mar,14599
New Zealand(Thousand Dollars),2021 Mar,333483
Oceania(Million Dollars),2021 Mar,2285.1
Oman(Thousand Dollars),2021 Mar,25174
Other Countries In Oceania(Thousand Dollars),2021 Mar,368318
Pakistan(Thousand Dollars),2021 Mar,94775
Papua New Guinea(Thousand Dollars),2021 Mar,67297
Paraguay(Thousand Dollars),2021 Mar,385
Peru(Thousand Dollars),2021 Mar,8272
Philippines(Thousand Dollars),2021 Mar,1065952
Poland(Thousand Dollars),2021 Mar,54932
Portugal(Thousand Dollars),2021 Mar,44301
Puerto Rico(Thousand Dollars),2021 Mar,53094
Qatar(Thousand Dollars),2021 Mar,114848
Republic Of Korea(Thousand Dollars),2021 Mar,2385768
Saudi Arabia(Thousand Dollars),2021 Mar,82898
Slovak Republic (Slovakia)(Thousand Dollars),2021 Mar,7573
Slovenia(Thousand Dollars),2021 Mar,5032
Solomon Islands(Thousand Dollars),2021 Mar,10205
Spain(Thousand Dollars),2021 Mar,27462
Sri Lanka(Thousand Dollars),2021 Mar,105115
Sweden(Thousand Dollars),2021 Mar,17025
Switzerland(Thousand Dollars),2021 Mar,551586
Syrian Arab Republic(Thousand Dollars),2021 Mar,0
Taiwan(Thousand Dollars),2021 Mar,2661716
Thailand(Thousand Dollars),2021 Mar,1840820
Total Merchandise Exports(Thousand Dollars),2021 Mar,55437794
United Arab Emirates(Thousand Dollars),2021 Mar,529009
United Kingdom(Thousand Dollars),2021 Mar,372084
United States(Thousand Dollars),2021 Mar,4525949
Uruguay(Thousand Dollars),2021 Mar,1942
Venezuela(Thousand Dollars),2021 Mar,37
"Vietnam, Socialist Republic Of(Thousand Dollars)",2021 Mar,1758132
Yemen Democratic(Thousand Dollars),2021 Mar,0
Yemen(Thousand Dollars),2021 Mar,1737
Afghanistan(Thousand Dollars),2021 Apr,1190
Africa(Million Dollars),2021 Apr,766.8
America(Million Dollars),2021 Apr,5555
Argentina(Thousand Dollars),2021 Apr,9823
Asia(Million Dollars),2021 Apr,37683.9
Australia(Thousand Dollars),2021 Apr,1229962
Austria(Thousand Dollars),2021 Apr,37524
Bahrain(Thousand Dollars),2021 Apr,7632
Bangladesh(Thousand Dollars),2021 Apr,295536
Belgium(Thousand Dollars),2021 Apr,590664
Brazil(Thousand Dollars),2021 Apr,182993
Brunei Darussalam(Thousand Dollars),2021 Apr,118678
Cambodia(Thousand Dollars),2021 Apr,625369
Canada(Thousand Dollars),2021 Apr,73593
Chile(Thousand Dollars),2021 Apr,8803
Colombia(Thousand Dollars),2021 Apr,9633
Cyprus(Thousand Dollars),2021 Apr,51901
Czech Republic(Thousand Dollars),2021 Apr,63477
Democratic People's Republic Of Korea(Thousand Dollars),2021 Apr,0
Denmark(Thousand Dollars),2021 Apr,22270
Ecuador(Thousand Dollars),2021 Apr,4006
Estonia(Thousand Dollars),2021 Apr,2966
Europe(Million Dollars),2021 Apr,4560.9
European Union(Million Dollars),2021 Apr,3752.2
Fiji(Thousand Dollars),2021 Apr,24202
Finland(Thousand Dollars),2021 Apr,19940
France(Thousand Dollars),2021 Apr,388843
French Polynesia(Thousand Dollars),2021 Apr,1299
"Germany, Democratic Republic Of(Thousand Dollars)",2021 Apr,0
"Germany, Federal Republic Of(Thousand Dollars)",2021 Apr,771493
Greece(Thousand Dollars),2021 Apr,127066
Guam(Thousand Dollars),2021 Apr,55586
Hong Kong(Thousand Dollars),2021 Apr,6289360
Hungary(Thousand Dollars),2021 Apr,75450
India(Thousand Dollars),2021 Apr,1499418
Indonesia(Thousand Dollars),2021 Apr,3191085
Iran (Islamic Republic Of)(Thousand Dollars),2021 Apr,581
Ireland(Thousand Dollars),2021 Apr,35605
Israel(Thousand Dollars),2021 Apr,79422
Italy(Thousand Dollars),2021 Apr,111104
Japan(Thousand Dollars),2021 Apr,1965398
Jordan(Thousand Dollars),2021 Apr,8821
Kuwait(Thousand Dollars),2021 Apr,42301
Laos People's Democratic Republic(Thousand Dollars),2021 Apr,2824
Latvia(Thousand Dollars),2021 Apr,4245
Lebanon(Thousand Dollars),2021 Apr,2591
Lithuania(Thousand Dollars),2021 Apr,2800
Luxembourg(Thousand Dollars),2021 Apr,23390
Macau(Thousand Dollars),2021 Apr,13294
Mainland China(Thousand Dollars),2021 Apr,7838575
Malaysia(Thousand Dollars),2021 Apr,4941547
"Maldives, Republic Of(Thousand Dollars)",2021 Apr,16575
Malta(Thousand Dollars),2021 Apr,159192
Mexico(Thousand Dollars),2021 Apr,159736
Myanmar(Thousand Dollars),2021 Apr,264645
Nepal(Thousand Dollars),2021 Apr,25821
Netherlands(Thousand Dollars),2021 Apr,1083209
New Caledonia(Thousand Dollars),2021 Apr,27699
New Zealand(Thousand Dollars),2021 Apr,194310
Oceania(Million Dollars),2021 Apr,2018.5
Oman(Thousand Dollars),2021 Apr,14049
Other Countries In Oceania(Thousand Dollars),2021 Apr,424107
Pakistan(Thousand Dollars),2021 Apr,142546
Papua New Guinea(Thousand Dollars),2021 Apr,60066
Paraguay(Thousand Dollars),2021 Apr,1663
Peru(Thousand Dollars),2021 Apr,4768
Philippines(Thousand Dollars),2021 Apr,1009138
Poland(Thousand Dollars),2021 Apr,46944
Portugal(Thousand Dollars),2021 Apr,45405
Puerto Rico(Thousand Dollars),2021 Apr,204614
Qatar(Thousand Dollars),2021 Apr,89294
Republic Of Korea(Thousand Dollars),2021 Apr,2431584
Saudi Arabia(Thousand Dollars),2021 Apr,72123
Slovak Republic (Slovakia)(Thousand Dollars),2021 Apr,17124
Slovenia(Thousand Dollars),2021 Apr,8742
Solomon Islands(Thousand Dollars),2021 Apr,4914
Spain(Thousand Dollars),2021 Apr,29869
Sri Lanka(Thousand Dollars),2021 Apr,197697
Sweden(Thousand Dollars),2021 Apr,20342
Switzerland(Thousand Dollars),2021 Apr,331619
Syrian Arab Republic(Thousand Dollars),2021 Apr,836
Taiwan(Thousand Dollars),2021 Apr,2429259
Thailand(Thousand Dollars),2021 Apr,1691062
Total Merchandise Exports(Thousand Dollars),2021 Apr,50585147
United Arab Emirates(Thousand Dollars),2021 Apr,418439
United Kingdom(Thousand Dollars),2021 Apr,336185
United States(Thousand Dollars),2021 Apr,4294556
Uruguay(Thousand Dollars),2021 Apr,690
Venezuela(Thousand Dollars),2021 Apr,949
"Vietnam, Socialist Republic Of(Thousand Dollars)",2021 Apr,1772517
Yemen Democratic(Thousand Dollars),2021 Apr,0
Yemen(Thousand Dollars),2021 Apr,1686
